account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,engagement_count
114517875225866,1463581596986147,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463581596986147,2016-09-20,link,no factual content,,219688,100593,9300,329581
114517875225866,1463586530318987,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463586530318987,2016-09-20,photo,mostly true,,50881,47190,1404,99475
114517875225866,1463623420315298,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463623420315298,2016-09-20,photo,no factual content,,15792,34985,639,51416
114517875225866,1463633763647597,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463633763647597,2016-09-20,photo,no factual content,,87643,70151,2035,159829
114517875225866,1463683516975955,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463683516975955,2016-09-20,link,mostly true,,1579,7170,326,9075
114517875225866,1463729303638043,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463729303638043,2016-09-20,link,mostly true,,2502,3784,153,6439
114517875225866,1463764970301143,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463764970301143,2016-09-20,link,mostly true,,3997,13299,273,17569
114517875225866,1463780856966221,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463780856966221,2016-09-20,link,no factual content,,14073,32698,633,47404
114517875225866,1463782616966045,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463782616966045,2016-09-20,video,mostly true,,,2778,366,3144
114517875225866,1463797176964589,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463797176964589,2016-09-20,video,mostly true,,,10333,479,10812
114517875225866,1463817080295932,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463817080295932,2016-09-20,link,mostly true,,9494,15965,1639,27098
114517875225866,1463827773628196,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463827773628196,2016-09-20,video,mostly true,,3725,8007,363,12095
114517875225866,1463842706960036,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463842706960036,2016-09-20,photo,mostly false,,3261,9590,445,13296
